1686 3
9.938 15.55 107.9
14.47 103.5 126.7
9.561 98.65 123.3
21.22 99.78 128.3
13.14 92.71 130.5
20.4 90.74 132
14.13 30.81 91.83
16.12 98.37 128.7
13.84 94.13 129.3
11.05 95.54 126.6
10.57 96.67 126.6
19.37 96.11 128.7
17.1 93.28 130.5
13.79 37.88 95.86
12.56 39.57 87.64
21.68 29.11 93.73
13.08 22.61 79.74
15.95 18.66 60.58
14.2 17.24 55.98
17.64 53.14 111.8
16.05 27.42 88.53
14.06 27.7 82.95
12.41 24.31 91.23
20.07 24.59 89.82
19.94 29.68 80.16
18.36 35.33 67.79
13.19 17.81 89.22
21.5 92.15 131.2
19.11 89.04 133.3
20.58 88.47 133.5
17.31 42.97 121.1
22.56 43.81 118.4
20.96 31.09 90.13
20.82 94.13 129.6
20.51 87.63 134.4
17.26 58.23 125.4
16.48 46.64 118.5
23.99 93.28 134.2
22.12 47.21 117
21.42 35.62 94.32
15.83 23.18 86.81
21.02 21.77 91.47
19.89 27.14 89
16.59 23.74 51.31
15.13 21.48 55.42
20.94 24.59 94.01
20.21 25.44 88.12
19.15 27.42 88.35
19.08 30.53 83.77
22.35 20.92 90.12
21.34 23.46 89.14
20.65 24.87 82.53
19.82 26.85 75.59
15.34 37.03 96.22
13.1 30.25 92.74
15.19 27.7 85.99
13.23 24.59 88.7
19.18 34.77 76.69
12.4 24.87 74.68
15.32 30.53 88.5
13.97 27.7 91.88
13.14 27.7 93.58
12.28 26.29 94.01
14.99 24.87 82.16
14.27 24.87 81.87
13.34 19.79 91.38
12.39 23.18 86.85
19.3 31.94 73.99
13.8 23.18 76.18
14.74 19.5 60.6
13.11 21.48 53.54
17.72 31.09 74.61
17.69 36.18 72.21
13.34 24.59 72.32
13.04 20.35 84.68
19.3 29.11 66.65
18.36 33.07 63.04
17.31 36.46 57.48
13.09 20.92 64.65
9.341 101.2 122.9
6.873 44.1 100.3
9.919 40.14 93
7.084 29.96 93.38
10.39 28.27 95.5
8.018 20.92 94.08
10.03 51.16 94.01
7.959 42.4 98.82
7.085 36.75 85.2
7.224 35.33 95.14
9.914 32.51 94.19
8.661 27.14 89.96
7.673 25.16 92.34
6.749 22.61 108.7
10.22 19.79 91.77
10.48 19.22 91.24
11.82 16.68 60.16
10.62 15.55 58.99
10.66 22.33 100.8
9.401 18.66 95.76
8.469 15.26 90.77
10.12 17.53 92.35
13.99 19.22 87.38
11.03 18.94 69.73
10.62 17.53 71.46
10.07 14.98 82.47
23.58 111.9 135.2
9.992 134 108.7
26.41 99.5 138.9
32.14 103.5 135.1
21.66 111.9 126.4
9.325 27.98 67.48
11.25 24.31 89.36
13.58 123.5 136.6
7.606 117.9 134.9
9.727 121 142.9
4.87 71.23 100.9
3.876 69.82 101.6
32.07 33.35 112.3
25.85 100.6 136.7
8.023 17.53 114.2
18.44 119.6 132.1
17.99 17.81 117.5
26.18 20.07 92.24
34.84 33.92 103
15.43 25.16 81.48
16.56 36.46 60.61
11.07 11.02 45.67
9.996 16.11 73.48
24.4 99.78 138.3
22.91 108 134.4
13.84 60.21 80.96
33.2 21.48 113.8
29.02 19.5 112.5
14.7 12.72 63.66
34.15 99.22 136.2
33.56 90.74 141.7
35.13 17.81 91.39
40.62 93.28 140.5
28.45 21.2 99.34
12.73 11.02 84.75
19.18 24.31 115.7
30.89 26.01 116.5
36.85 96.67 140.3
34.96 94.41 138.5
32.96 99.22 136.6
25.5 14.98 104.6
33.15 20.63 102.5
28.95 19.5 103.5
33.29 93.28 140.5
34.9 89.61 142.9
35.2 16.96 87.5
32 20.63 101.7
37.22 25.16 92.78
17.93 13.85 112.6
33.21 91.87 138.3
43.72 91.02 139.9
32.81 18.09 89.37
34.71 20.63 98.82
36.2 93.28 141
32.74 93.56 139.7
32.4 27.7 122
12.92 10.46 56.18
20.06 24.59 123.6
17.81 20.35 119.1
32.06 22.61 110.8
32.54 24.31 117.8
32.5 24.59 105.3
33.51 95.26 140.2
27.39 97.8 141.6
13.51 9.045 82.91
21.91 22.33 118.9
23.51 23.74 118.2
37.7 96.95 140.9
24.5 17.53 91.55
24.02 19.79 92.11
31.63 95.54 141.4
36.34 93 140.1
14.92 8.48 104
11.15 7.632 69.95
11.18 7.632 67.56
17.17 22.33 118
39.47 94.98 140.1
35.92 25.44 112.2
23.72 18.94 94.69
25.98 20.63 93.84
36.11 96.95 135.4
19.98 26.57 114.3
42.34 99.78 140.2
31.93 101.2 136.9
29.31 24.59 100.3
30.08 92.43 141.8
34.13 94.69 139.3
35.76 97.24 137.7
35.1 98.09 137.5
33.42 96.67 138.9
33.23 98.65 136.4
26.33 101.2 136.2
16.91 15.26 99.48
21.79 104.9 130.8
9.653 19.5 100.9
15.96 56.53 118.8
20.23 14.98 82.2
17.64 18.37 79.9
19.3 20.35 94.16
34.93 104.9 137
24.96 32.51 120.3
14.21 23.46 88.44
9.874 12.15 90.78
17.72 49.47 119
19.96 107.1 131.3
22.13 105.7 136.9
12.17 13.57 66.81
10.42 16.96 76.2
16.38 17.24 84.08
12.5 8.48 109.7
23.74 98.93 140.5
12.76 11.59 62.2
21.77 27.7 118.1
19.02 16.68 98.86
22.17 29.96 119.1
11.14 9.328 14.22
13.22 13.29 73.78
17.51 11.87 107
11.76 12.44 90.8
11.61 18.66 76.04
9.5 14.13 70.41
19.82 51.73 127.6
12.79 24.03 103
9.534 22.33 97.88
10.85 13.29 61.88
15.4 19.22 86.26
16.3 18.09 94.7
15.5 12.15 122.2
14.66 42.4 110.9
13.3 21.48 99.45
9.141 12.72 90.34
13.92 22.33 101.9
13.22 17.24 123.6
11.23 16.68 106.9
34.61 103.2 135.4
28.72 94.69 139.2
13.72 39.86 106.1
24.31 104.6 134.7
35.55 100.1 139
27.57 94.13 140.2
33.64 103.7 133.1
23.99 45.23 104.4
17.8 103.2 135.3
33.48 108 135
26.02 100.1 137.3
27.98 98.37 140.1
16.58 49.18 115.5
21.09 107.1 134.4
10.43 19.5 108.3
22.18 110.8 135.9
14.32 41.27 110.9
21.51 105.7 133.6
22.69 104.6 134.4
22.67 105.2 137
16.92 52.86 119.4
16.43 51.16 120.6
22.65 107.4 136.7
23.85 108.8 137
18.37 20.63 89.37
13.8 24.87 61.28
25.54 96.11 140.5
30.02 105.7 129
10.17 10.74 86.56
9.924 16.11 52.99
9.182 21.48 51.02
8.28 27.98 48.53
39.66 104.9 132.1
28.63 93.56 137.1
21.1 94.41 136.1
19.14 96.95 133.4
12.54 11.31 77
9.881 13.85 77.91
23.87 21.2 92.6
17.27 23.74 83.53
17.17 22.33 116.1
16.32 15.55 82.9
16.09 15.55 73.32
16.64 16.68 66.21
22.58 18.94 83.05
19.77 21.2 87.65
12.55 15.55 67.88
11.62 17.81 57.05
34.03 101.8 135.6
37.9 108 129.8
25.17 106 133.4
27.72 98.37 137.5
35 100.1 135.1
32.98 42.97 95.02
22.69 27.42 84.91
17.84 27.98 80.22
28.14 93 140.8
26.13 92.71 139.3
23.81 93.28 140
30.36 93.85 136.8
9.429 18.66 55.88
8.815 24.59 49.9
15.91 27.7 78.08
13.57 28.83 60.77
16.35 18.09 62.46
15.54 18.66 68.13
15.47 21.2 68.27
14.95 22.9 62.61
10.95 20.35 51.3
10.79 23.46 48.11
8.659 26.01 44.69
7.648 29.11 51.36
22.1 94.13 136.8
20.36 96.11 135
25.45 102.9 135
26.76 108.8 127.6
16.4 31.38 75.35
14.56 31.38 67.56
14.62 34.2 66.66
12.28 33.35 59.68
28.21 94.69 135.3
24.84 94.98 134.6
20.12 96.67 133.9
18.94 97.52 132.7
29.87 103.7 137.8
18.18 103.5 135.6
22.34 115.3 134.3
14.75 106 135.1
24.59 50.03 96.29
23.13 103.7 135.8
23.8 109.1 130.8
21.29 115.3 125.5
22.85 109.1 135
16.93 60.49 108.5
15.6 64.73 100.5
13.05 66.14 80.41
16.28 119.9 143.4
13.19 123.8 135.6
7.753 110.8 131.7
7.127 107.7 132
13.08 106 138.7
13.4 116.7 135.3
13.19 116.7 133.7
1.888 42.97 77.82
1.78 43.25 77.14
1.699 44.94 75.47
1.696 50.03 71.32
1.635 57.38 72.82
7.544 110 131.7
10.76 104.6 137.7
16.4 121.5 138.6
14.49 120.1 144.3
7.469 31.38 88.28
8.239 29.68 92.34
5.504 29.4 80.62
13.39 100.3 139.5
18.2 101.5 140.8
7.696 119.6 128.6
5.958 119 127.4
7.678 116.5 131.9
14.69 111.9 137.6
14.39 107.7 134.5
1.896 42.97 78.33
1.741 43.53 76.31
6.363 121.5 132.6
5.367 121.8 134.2
4.988 123.5 133
6.347 119.9 134.8
6.334 120.1 134.4
1.458 26.57 147.1
1.464 26.57 143.6
1.378 26.29 146
1.308 25.72 146.8
1.426 26.85 140.5
15.83 116.7 135.2
13.21 116.5 134
7.108 120.4 133.4
9.652 121.3 143.2
17.15 110.2 137.1
13.14 112.8 133.3
12.91 113.1 133.1
10.14 111.7 131.1
14.58 116.7 139.2
8.534 120.4 131.5
15.52 118.2 144
15.06 121 145.6
1.635 46.36 75.86
1.633 53.42 71.18
2.28 33.35 89.22
2.308 33.92 89.35
2.245 33.35 92.89
2.187 36.75 90.11
1.395 26.01 142.1
1.481 27.14 120.1
1.519 30.53 120.7
1.539 30.25 118.7
13.69 100.6 130.5
7.972 24.03 69.07
15.77 112.5 130.5
6.481 44.38 76.49
14.21 27.42 67.23
11.16 41.55 46.4
9.423 18.66 50.98
9.386 15.26 69.83
14.64 104.6 129.9
11.88 123.8 120
8.527 37.03 75.8
7.217 34.77 83.8
2.783 39.29 88.52
3.646 69.54 89.46
11.12 125.5 125.8
5.515 58.51 90.36
6.578 117.3 118.1
6 118.4 126.7
1.644 59.36 79.79
1.677 62.75 89.16
1.77 63.88 100.9
1.751 52.01 110.4
8.321 100.1 121.6
22.12 107.7 97.3
12.88 38.16 33.57
20.56 28.83 103.6
4.331 75.75 117.7
6.617 117 102.1
11.72 116.5 82.85
14.79 117 76.23
8.83 22.33 89.77
21.05 93 127.2
29.07 55.69 89.93
18.48 42.12 80.18
5.038 116.7 133.7
3.547 51.73 110
6.832 57.95 113.7
14.98 107.7 107.8
1.685 41.83 130.1
1.915 44.94 128.2
1.92 43.25 134.6
2.026 43.25 136.3
7.377 110.5 132.4
6.676 112.8 132.3
17.17 112.8 91.27
11.46 112.8 106.2
7.652 20.92 85.28
14.11 91.3 132.8
10.4 37.59 18.76
15.38 34.2 38.22
6.403 25.44 102.4
11.6 94.69 119.9
14.75 97.8 128.4
20.46 99.78 126.7
9.624 31.66 43.72
11.07 33.64 59.48
15.2 33.92 78.57
13.61 29.68 77.23
8.993 117 85.57
14.38 117 86.73
19.21 107.7 108.1
8.018 48.34 93.97
2.434 48.62 121.2
2.551 49.18 118.6
2.533 49.18 120.2
2.532 48.9 121.2
11.53 113.1 104.1
13.06 113.1 106.2
7.351 113.1 123.4
7.872 113.1 122.7
32.52 93.85 129.9
29.67 48.34 75.74
19.4 32.79 88.99
16.93 7.067 108.8
23.39 101.5 117.7
24.75 101.2 120.9
9.62 41.27 106.8
9.617 43.25 107.8
15.19 25.44 97.22
32.88 40.99 95.6
26.87 33.07 98.36
18.98 34.49 100.8
9.472 136 120.5
16.57 113.6 129.7
12.32 55.4 42.8
23.14 121 120.4
27.4 107.1 129.5
23.7 37.88 84.72
6.984 123.8 131.4
4.171 34.49 98.67
9.555 123.5 137.3
9.661 124.1 133.6
